STNAME,ACTIVE,ADDRESS,ASSET,CITY,NAME,ROA,ROE,WEBADDR,ZIP,FLDOFF,REGION
Missouri,0,2300 East 7th Street,"65,684",Joplin,United Missouri Bank of Joplin,,, ,64802,Springfield Mo,Kansas City
Kansas,0,1010 East 27th Street,"27,762",Hays,Hays State Bank,,, ,67601,Hays,Kansas City
California,0,2287 Second Street,"29,248",Livermore,"Valley Bank, National Association",,, ,94550,San Francisco,San Francisco
Florida,0,6013 Northwest Seventh Avenue,"17,239",Miami,"Capital Bank of Miami, N. A.",,, ,33151,South Florida,Atlanta
Illinois,0,Main Street,"12,960",Hopedale,Community Bank of Hopedale,,,http://www.hopedalebank.com:80/,61747,Springfield Il,Chicago
Oklahoma,0,1600 West Lindsay Road,"43,525",Norman,Norman Bank of Commerce,,, ,73069,Oklahoma City,Dallas
Minnesota,0,Maryland And Prosperity Avenues,"15,359",St. Paul,The Phalen Bank,,, ,55106,Minneapolis,Kansas City
Virginia,0,8000 Franklin Farms Drive,"15,546",Henrico County,"Fidelity American Bank NA, Richmond",,, ,23229,Richmond,Atlanta
Maryland,1,8 West Bel Air Avenue,"290,452",Aberdeen,Harford Bank,0.55,5.74,http://www.harfordbank.com:80/,21001,Baltimore,New York
California,0,149 Park Road At Howard Avenue,"19,980",Burlingame,Peninsula National Bank,,, ,94010,San Francisco,San Francisco
Minnesota,1,2445 Shadywood Road,"62,838",Navarre,First National Bank of the Lakes,0.03,0.28,http://www.fnblonline.com:80/,55392,Minneapolis,Kansas City
Pennsylvania,0,633 State Route 51,"1,015,162",Pittsburgh,Three Rivers Bank and Trust Company,,, ,15233,Wexford,New York
Illinois,1,191 North Front Street,"19,337",Macon,Peoples Bank of Macon,0.55,3.74, ,62544,Champaign,Chicago
Kentucky,1,110 North First Street,"72,033",Central City,First Security Bank of Kentucky,0.49,6.23,http://www.fsbky.com:80/,42330,Hopkinsville,Chicago
Illinois,0,10500 West Cermak Road,"208,642",Westchester,Harris Bank Westchester,,,http://www.harrisbank.com:80/,60153,Chicago,Chicago
Alabama,0,2204 Whitesburg Drive South,"92,640",Huntsville,The American National Bank of Huntsville,,, ,35804,Shelby,Atlanta
Colorado,0,2808 North Avenue,"3,325",Grand Junction,"Wells Fargo Bank Grand Junction, National Association",,, ,81501,Denver,Dallas
Alabama,0,429 Claxton Avenue,"186,408",Elba,The Peoples Bank,,, ,36323,Montgomery,Atlanta
Florida,0,4311 Manatee Avenue West,"872,528",Manatee County,"Barnett Bank of Manatee County, National Association",,, ,33506,Tampa,Atlanta
Texas,0,6810 Military Drive West,"108,740",San Antonio,Intercontinental National Bank,,, ,78227,Austin,Dallas
Florida,0,Rogero Road And U.S. Alternate 1,"16,492",Jacksonville,American Arlington Bank,,, ,32211,Gainesville,Atlanta
Connecticut,0,25 Colony Street,"46,515",Meriden,National Industrial Bank of Connecticut,,, ,6450,Hartford,New York
North Dakota,0,140 1st Avenue West,"269,183",Dickinson,American Bank Center,,, ,58601,Fargo,Kansas City
Georgia,0,State Highway 54,"59,946",Peachtree City,The Fayette State Bank,,, ,30269,Atlanta,Atlanta
Nebraska,0,Main Street,"3,552",Oak,Scroggin and Company Bank,,, ,68964,Grand Island,Kansas City
Wyoming,1,Whalen Street And Wyoming Avenue,"29,645",Guernsey,Oregon Trail Bank,0.31,3.55,http://www.oregontrailbank.com:80/,82214,Billings,San Francisco
Oklahoma,0,615 South Van Buren Street,"32,236",Enid,Community Bank & Trust Company,,, ,73701,Oklahoma City,Dallas
Colorado,0,140 West Fifth Street,"54,118",Delta,"Norwest Bank Delta, National Association",,, ,81416,Denver,Dallas
Louisiana,0,3340 Severn Avenue,"29,715",Metairie,Bank of the South,,, ,70011,Baton Rouge,Dallas
Texas,0,100 South Denny Street,"39,448",Howe,First Bank Howe,,, ,75459,Dallas,Dallas
North Dakota,1,900 South Broadway,"768,447",Minot,First Western Bank & Trust,0.69,7.23,http://www.bankfirstwestern.com:80/,58701,Grand Forks,Kansas City
Virginia,0,8315 Lee Highway,"381,774",Merrifield,The Riggs National Bank of Virginia,,, ,22116,Richmond,Atlanta
Florida,1,4410 W. Fairfield Drive,"65,628",Pensacola,Bank of the South,0.04,0.19,http://www.bankofthesouth.com:80/,32506,Pensacola,Atlanta
Tennessee,0,Clinch Avenue And Market Street,"553,473",Knoxville,Valley Fidelity Bank and Trust Company,,, ,37902,Knoxville,Dallas
Wisconsin,0,5888 North Port Washington Road,"102,616",Glendale,First National Bank,,, ,53217,Milwaukee,Chicago
Virginia,0,3131 Bridge Road,"9,178",Suffolk,First Virginia Bank of Nansemond,,, ,23435,Richmond,Atlanta
Colorado,0,1100 South Broadway,"55,655",Denver,Colorado National Bank - South,,, ,80209,Denver,Dallas
Texas,0,2200 Ross Avenue,"4,222,398",Dallas,"Texas Commerce Bank, National Association",,, ,75201,Dallas,Dallas
California,0,701 Fifth Street,"47,977",Eureka,Humboldt National Bank,,, ,95501,San Francisco,San Francisco
Oklahoma,0,912 East Independence,"90,011",Shawnee,First State Bank & Trust Company of Shawnee,,, ,74801,Oklahoma City,Dallas
Oregon,0,256 A Avenue,"19,223",Lake Oswego,The Community Bank,,, ,97034,Portland,San Francisco
California,0,451 Montgomery Street,,San Francisco,Commonwealth National Bank,,, ,94126,San Francisco,San Francisco
California,0,9300 Wilshire Boulevard,,Beverly Hills,Republic National Bank and Trust Company,,, ,90212,Los Angeles (West),San Francisco
Louisiana,0,1500 North Eighteenth Street,"307,475",Monroe,First American Bank & Trust of Louisiana,,, ,71201,Shreveport,Dallas
Colorado,0,5353 West Darmouth Avenue,"202,739",Denver,"Norwest Bank Bear Valley, National Association",,, ,80227,Denver,Dallas
Louisiana,1,4626 Highway #1,"401,143",Raceland,Community Bank,0.59,5.36,http://www.cbexpress.com:80/,70394,Baton Rouge,Dallas
Oklahoma,0,5613 North May Avenue,"337,259",Oklahoma City,Founders Bank & Trust Company,,, ,73112,Oklahoma City,Dallas
Virginia,0,1014 Charles Street,"19,699",Fredericksburg,Bank of Virginia-Fredericksburg,,, ,22401,Richmond,Atlanta
Wisconsin,0,401 North Water Street,"39,272",New London,F & M Bank-New London,,, ,54961,Appleton,Chicago
Florida,0,8585 Coral Way 24th S.W.,"46,596",Dade County,"Barnett Bank at Westchester, National Association",,, ,33155,South Florida,Atlanta
Florida,0,2100 34th Street South,"20,190",St. Petersburg,Community Bank of St. Petersburg,,, ,33733,Tampa,Atlanta
Louisiana,0,8301 West Judge Perez Drive,"114,297",Chalmette,First National Bank of St. Bernard Parish,,, ,70043,Baton Rouge,Dallas
Texas,0,1155 Edgebrook Drive,"34,858",Houston,MBank Houston Southeast,,, ,77034,Houston,Dallas
Ohio,0,121 West High Street,"804,615",Lima,"Bank One, Lima, National Association",,, ,45801,Columbus,Chicago
Alabama,0,125 Mulberry Avenue,"35,075",Butler,First National Bank of Butler,,, ,36904,Montgomery,Atlanta
California,0,1058 B Street,"16,550",Hayward,Hayward National Bank,,, ,94541,San Francisco,San Francisco
Louisiana,0,"523 Florida Avenue, S.W.","137,855",Denham Springs,First National Bank of Denham Springs,,, ,70726,Baton Rouge,Dallas
Oklahoma,0,3801 N.W. Cache Road,"332,253",Lawton,"Amquest Bank, National Association",,, ,73505,Oklahoma City,Dallas
California,0,2424 Santa Clara Avenue,"441,054",Alameda,Alameda First National Bank,,, ,94501,San Francisco,San Francisco
Florida,0,150 Highways 17 And 92 South,"96,418",De Bary,NCNB National Bank of Florida,,, ,32713,Gainesville,Atlanta
California,0,1441 Schilling Place,"77,354",Salinas,"Household Bank (California), National Association",,, ,93905,San Francisco,San Francisco
Tennessee,0,505 South Gay Street,"1,431,157",Knoxville,First American National Bank,,, ,37901,Knoxville,Dallas
Georgia,1,300 Broad Street,"84,514",Wrens,First State Bank,0.15,2.23,http://www.firstate.net:80/,30833,Savannah,Atlanta
Oklahoma,0,36th And West Street,"87,778",Norman,American Exchange Bank & Trust Company,,, ,73070,Oklahoma City,Dallas
Virginia,0,Route 208,"11,922",Spotsylvania Court House,United Virginia Bank of Spotsylvania,,, ,22553,Richmond,Atlanta
California,0,First And Yale Streets,,Pomona,Inland Bank,,, ,91766,Los Angeles (North),San Francisco
Oklahoma,0,1700 South Sheridan Road,"80,147",Tulsa,Central Bank and Trust of Tulsa,,, ,74101,Tulsa,Dallas
Washington,0,140 Fourth Avenue South,"6,074",Edmonds,American National Bank of Edmonds,,, ,98020,Seattle,San Francisco
Utah,0,903 East 12300 South,"242,349",Draper,Draper Bank and Trust,,, ,84020,Salt Lake City,San Francisco
Florida,0,423 Mandalay Avenue,"50,589",Clearwater,Clearwater Beach Bank,,, ,33515,Tampa,Atlanta
Illinois,0,Hillside Shopping Center,"1,250,692",Hillside,CIB Bank,,,http://www.cibbank.com:80/,60162,Chicago,Chicago
Virginia,0,8770 Richmond Highway,,Fairfax County,Woodlawn National Bank,,, ,22309,Richmond,Atlanta
Connecticut,0,285 Boston Post Road,"33,266",Orange,Orange National Bank,,, ,6477,Hartford,New York
Oklahoma,0,7400 South Pennsylvania Street,"253,689",Oklahoma City,Friendly Bank of Oklahoma City,,, ,73159,Oklahoma City,Dallas
North Dakota,0,909 Main Street,"12,444",Carrington,First National Bank of Carrington,,, ,58421,Grand Forks,Kansas City
California,0,3626 Bel Aire Plaza,,Napa,El Dorado State Bank,,, ,94558,San Francisco,San Francisco
Minnesota,0,"1413 Central Avenue, N.W.","282,114",East Grand Forks,Community Bank of the Red River Valley,,, ,56721,Grand Forks,Kansas City
Oklahoma,0,6000 Southwestern Avenue,"126,677",Oklahoma City,Southwestern Bank,,,http://www.southwesternbank.com:80/,73139,Oklahoma City,Dallas
California,0,160 North L Street,,Tulare,San Joaquin Valley National Bank,,, ,93274,Sacramento,San Francisco
Connecticut,0,612 Bedford Street,"384,172",Stamford,Connecticut Bank of Commerce,,, ,6901,Hartford,New York
Wyoming,1,300 Country Club,"594,091",Casper,Hilltop National Bank,1.47,14.73,http://www.hilltopnationalbank.com:80/,82601,Billings,San Francisco
Texas,0,Main Street,"53,811",Boerne,"NBC Bank - Boerne, National Association",,, ,78006,Austin,Dallas
New Jersey,0,161 Madison Avenue,"35,862",Morristown,Midlantic National Bank/West,,, ,7960,Jamesburg,New York
Minnesota,1,14550 Excelsior Boulevard,"194,586",Minnetonka,First Minnetonka City Bank,0.74,7.31,http://www.fmcbank.com:80/,55345,Minneapolis,Kansas City
Missouri,1,818 Thompson Boulevard,"218,540",Sedalia,Excel Bank,-1.94,-47.14,http://www.excelbankmo.com:80/,65301,Columbia Mo,Kansas City
Connecticut,0,244 Post Road East,"45,878",Westport,Westport National Bank,,, ,6880,Hartford,New York
Missouri,1,926 City Route 66 East,"98,644",Saint Robert,First State Bank of St. Robert,0.85,8.6,http://www.firststatebankmo.com:80/,65584,Springfield Mo,Kansas City
Arizona,0,4000 North Central Avenue,"514,491",Phoenix,Chase Bank of Arizona,,, ,85012,Phoenix,San Francisco
Maryland,0,Monroe Street And Hungerford Drive,"128,191",Rockville,University National Bank,,, ,20850,Baltimore,New York
Georgia,1,625 Battlefield Parkway,"122,919",Fort Oglethorpe,Capital Bank,0.58,7.1,http://www.capitalbank-ga.com:80/,30742,Atlanta,Atlanta
Illinois,0,County Fair Shopping Center,"87,800",Champaign,Marine American National Bank,,, ,61821,Champaign,Chicago
Texas,0,416 North Stanton Street,"634,955",El Paso,"SUNWEST Bank of El Paso, National Association",,, ,79987,Albuquerque,Atlanta
California,0,9145 Wilshire Boulevard,"170,192",Beverly Hills,Century Bank,,, ,90210,Los Angeles (West),Kansas City
Missouri,0,Market And Main Sts,,Savannah,"First Community State Bank of Savannah, Missouri",,, ,64485,Kansas City,Kansas City
Missouri,1,35 Marshall Road,"98,890",Valley Park,Meramec Valley Bank,-0.6,-6.97,http://www.meramecvalleybank.com:80/,63088,St. Louis,Kansas City
Texas,0,4809 Southwest Parkway,"98,295",Wichita Falls,"MBank Wichita Falls Southwest, National Association",,, ,76308,Dallas,Dallas
Illinois,0,322 West Morton Avenue,"43,900",Jacksonville,First National Bank of Jacksonville,,, ,62650,Springfield Il,Chicago
Texas,0,4241 West 45th Street,"34,349",Amarillo,Western National Bank,,, ,79109,Lubbock,Dallas
Georgia,0,1005 Northside Drive,"116,198",Perry,"Bank South, Houston County National Association",,, ,31069,Albany Ga,Atlanta
Colorado,1,138 North Main Street,"82,009",Mancos,Mancos Valley Bank,0.59,6.84,http://www.mancosvalleybank.com:80/,81328,Denver,Chicago
New Jersey,0,48 Sparta Avenue,,Sparta,Peoples National Bank of Sussex County,,, ,7871,Jamesburg,New York
Florida,0,828 White Street,"17,026",Daytona Beach,Atlantic Bank of West Daytona Beach,,, ,32015,Gainesville,Atlanta
California,0,465 California Street,"839,964",San Francisco,The Chartered Bank of London,,, ,94104,San Francisco,San Francisco
Texas,0,317 East Third Street,"116,802",Burkburnett,The Burkburnett Bank,,, ,76354,Dallas,Dallas
Nebraska,0,1400 M Street,"19,686",Lincoln,City Bank & Trust Company of Lincoln,,, ,68501,Omaha,Kansas City
Missouri,1,704-706 Highway 67 North,"288,948",Poplar Bluff,First Midwest Bank of Poplar Bluff,1.58,18.46,http://www.1midwest.com:80/,63901,St. Louis,Kansas City
Nebraska,1,1120 South 101st Street,"682,219",Omaha,Security National Bank of Omaha,1.73,15.52,http://www.snbconnect.com:80/,68124,Omaha,Kansas City
Colorado,0,500 North Circle Drive,"101,292",Colorado Springs,"Norwest Bank Colorado Springs-East, National Association",,, ,80901,Denver,Dallas
Texas,1,5700 Legacy Drive Suite 10,"358,173",Plano,Benchmark Bank,2.69,22.56,http://www.benchmarkbank.com:80/,75024,Dallas,Dallas
Alabama,0,110 West Main Street,"17,489",Rainsville,Rainsville Bank,,, ,35986,Shelby,Atlanta
Wisconsin,0,205 North Moorland Road,"136,000",Brookfield,First Wisconsin National Bank of Brookfield,,, ,53005,Milwaukee,Chicago
District Of Columbia,0,"3940 Minnesota Avenue, N.E.","107,919",Washington,United National Bank of Washington,,, ,20019,Baltimore,New York
Illinois,0,1480 South Alpine Road,"67,959",Rockford,Amcore Bank Colonial,,, ,61125,Princeton,Chicago
Colorado,1,3033 East First Avenue,"1,764,158",Denver,ANB Bank,0.49,4.57,http://www.anbbank.com:80/,80206,Denver,Dallas
Texas,0,401 Highway 96 South,"52,076",Silsbee,"First National Bank of Silsbee, Texas",,, ,77656,Houston,Dallas
California,1,39150 Fremont Boulevard,"2,369,707",Fremont,Fremont Bank,3.24,31.07,http://www.fremontbank.com:80/,94538,Sacramento,San Francisco
Florida,0,3325 Hollywood Boulevard,"78,071",Hollywood,Southeast Bank of Hollywood Hills,,, ,33022,South Florida,Atlanta
Minnesota,0,53 East Sixth Street,"22,218",St. Paul,Metropolitan Bank St. Paul,,, ,55101,Minneapolis,Kansas City
Mississippi,1,1251 First American Drive,"244,509",Iuka,First American National Bank,0.75,6.78,http://www.fanb.net:80/,38852,Jackson Ms,Dallas
West Virginia,0,Depont And Fourth Streets,"46,423",Belle,The National Bank of Commerce of Belle,,, ,25015,Scott Depot,Atlanta
Arkansas,0,800 North Main Street,"23,603",Brinkley,First Bank of Arkansas,,, ,72021,Memphis,Dallas
Illinois,1,311 North Main Street,"55,360",Monmouth,Community National Bank in Monmouth,0.42,3.54,http://www.cnbmonmouth.com:80/,61462,Princeton,Chicago
Louisiana,0,Bevill And Lafayette Streets,"50,094",Winnfield,First Community Bank,,, ,71483,Shreveport,Dallas
Virginia,0,120 Seminole Court,"114,257",Albemarle County,First Virginia Bank-Central,,, ,22906,Richmond,Atlanta
Alabama,0,110 South Main Street,"43,466",Arab,SouthTrust Bank of Arab,,, ,35016,Shelby,Atlanta
Louisiana,1,1819 N. Columbia Street,"110,396",Covington,American Bank & Trust Company,0.41,4.62,http://www.americanbankandtrust.com:80/,70433,Baton Rouge,Dallas
Florida,0,12046 Indian Rocks Road,"132,292",Largo,"Ellis Bank of Indian Rocks, National Association",,, ,33535,Tampa,Atlanta
Georgia,0,106 West Maple Street,"95,242",Cumming,Forsyth County Bank,,, ,30130,Atlanta,Atlanta
Georgia,0,210 South Oak Street,"339,929",Jackson,McIntosh State Bank,,, ,30233,Atlanta,Atlanta
Illinois,0,West Farmington Road,"17,473",Hanna City,Hanna City State Bank,,, ,61536,Princeton,Chicago
Illinois,0,1000 West Pershing Road,"23,020",Decatur,The Pershing National Bank of Decatur,,, ,62526,Champaign,Chicago
Michigan,0,"3115 Wilson Avenue, S.W.","108,536",Grandville,"NBD Grand Valley Bank, National Association",,, ,49418,Grand Rapids,Chicago
Pennsylvania,0,2 Decker Square,"145,804",Bala Cynwyd,Lincoln Bank,,, ,19004,Philadelphia,New York
Iowa,0,Main Street,"16,768",Green Mountain,Producers Savings Bank,,, ,50637,Des Moines,Kansas City
Florida,0,4825 West John F. Kennedy Boulevard,"103,677",Tampa,Second National Bank of Tampa,,, ,33622,Tampa,Atlanta
New Mexico,1,333 Riverside Drive,"291,744",Espanola,Valley National Bank,-1.05,-9.85,http://www.vnbnm.com:80/,87532,Albuquerque,Dallas
California,0,362 North Main Street,"27,527",Bishop,Inyo-Mono National Bank,,, ,93514,Sacramento,San Francisco
Montana,0,222 Dewey Avenue,"31,837",Eureka,Glacier Bank of Eureka,,, ,59917,Billings,San Francisco
New Jersey,0,575 Milltown Road,"63,089",North Brunswick,First County Bank of New Jersey,,, ,8902,Jamesburg,New York
New York,0,443-5-7 South Warren Street,"66,881",Syracuse,Metropolitan Bank of Syracuse,,, ,13202,Syracuse,New York
Massachusetts,0,10 Post Office Square,"120,590",Boston,Commonwealth Bank and Trust Company,,, ,2109,South Boston,New York
Nebraska,0,100 W. Sixth Street,"24,761",Davenport,Frontier Bank,-2.35,-15.93, ,68335,Grand Island,Kansas City
Georgia,0,4806 North Henry Boulevard,"516,760",Stockbridge,The First State Bank,,, ,30281,Atlanta,Atlanta
Minnesota,0,One Commercial Street,"28,887",Circle Pines,Firstar Centennial Bank,,, ,55014,Minneapolis,Kansas City
Minnesota,1,120 South Street West,"448,019",Spicer,Heritage Bank National Association,0.87,8.89,http://www.heritagebankna.com:80/,56288,Mankato,Kansas City
Illinois,0,3100 West Harmon Highway,"45,599",Peoria,Madison Park Bank,,, ,61604,Princeton,Chicago
Minnesota,0,3700 West Broadway,"22,364",Robbinsdale,Guaranty State Bank of Robbinsdale,,, ,55422,Minneapolis,Kansas City
Louisiana,0,213 West Vermilion Street,"37,978",Lafayette,Hub City Bank and Trust Company,,, ,70501,Baton Rouge,Dallas
Texas,0,2415 South Westmoreland Road,"121,679",Dallas,Bank of the Southwest of Dallas,,, ,75211,Dallas,Dallas
Texas,0,1155 Bay Area Boulevard,,Clear Lake City,First State Bank of Clear Lake City,,, ,77058,Houston,Dallas
New Jersey,0,975 Hooper Avenue,"161,224",Toms River,First State Bank,,, ,8753,Jamesburg,New York
Wyoming,0,232 East Main Street,"24,804",Lovell,Western National Bank of Lovell,,, ,82431,Billings,San Francisco
Oklahoma,1,1101 East Main Street,"129,335",Weatherford,First National Bank of Weatherford,1.26,9.08,http://www.fnbwford.com:80/,73096,Oklahoma City,Dallas
West Virginia,0,6670 Sheridan Street,"41,830",West Hamlin,First National Bank of West Hamlin,,, ,25571,Scott Depot,Atlanta
Texas,0,3306 West Walnut Street,"134,203",Garland,"First City Bank of Garland, National Association",,, ,75046,Dallas,Dallas
Wyoming,1,2020 Grand Ave,"172,314",Laramie,First National Bank of Wyoming,-0.02,-0.16,http://www.fnbwyo.com:80/,82070,Billings,San Francisco
